symbol	cate	logFC	sign	adj.P.Val
Xrcc2	X48H - S48H	3.2895	Up	3.3211e-12
Rnf26	X48H - S48H	1.7185	Up	3.4504e-12
2700049A03Rik	X48H - S48H	2.2086	Up	3.6762e-12
Cdc45	X48H - S48H	3.3066	Up	3.7839e-12
Nudt5	X48H - S48H	1.1426	Up	4.2467e-12
Ppih	X48H - S48H	1.5275	Up	4.2517e-12
0610009O20Rik	X48H - S48H	1.0983	Up	4.3712e-12
Lmna	X48H - S48H	1.6111	Up	4.5293e-12
Dynlt1f	X48H - S48H	2.0472	Up	5.3325e-12
Haus3	X48H - S48H	2.1751	Up	5.6868e-12
Vangl1	X48H - S48H	1.9252	Up	6.9144e-12
Vbp1	X48H - S48H	1.6085	Up	7.1081e-12
Abhd10	X48H - S48H	1.4296	Up	7.2497e-12
Cdc25b	X48H - S48H	4.6345	Up	7.4043e-12
4632434I11Rik	X48H - S48H	4.3247	Up	8.1923e-12
Nup205	X48H - S48H	1.5423	Up	9.6313e-12
Rbl1	X48H - S48H	3.6911	Up	9.6669e-12
Gm6724	X48H - S48H	2.2648	Up	9.8151e-12
Rad51	X48H - S48H	5.1491	Up	1.0447e-11
Terf2	X48H - S48H	1.134	Up	1.5736e-11
Itga5	X48H - S48H	1.9637	Up	1.8536e-11
Nup37	X48H - S48H	1.6849	Up	1.8791e-11
Haus8	X48H - S48H	2.2289	Up	1.9689e-11
Gmnn	X48H - S48H	2.4226	Up	1.9901e-11
Tfdp1	X48H - S48H	1.2343	Up	2.0918e-11
Rbbp7	X48H - S48H	1.0155	Up	2.2259e-11
5830418K08Rik	X48H - S48H	2.1685	Up	2.231e-11
Spc24	X48H - S48H	2.8545	Up	2.3009e-11
Dhfr	X48H - S48H	1.568	Up	2.3084e-11
L3mbtl2	X48H - S48H	1.415	Up	2.3543e-11
Fen1	X48H - S48H	3.2082	Up	2.4127e-11
Cdkn2d	X48H - S48H	2.8381	Up	2.5591e-11
Gm4956	X48H - S48H	-4.1389	Down	2.5891e-11
Gpsm2	X48H - S48H	1.9555	Up	2.5965e-11
Cbx3	X48H - S48H	1.0527	Up	2.6445e-11
Cdk5rap2	X48H - S48H	2.554	Up	2.7019e-11
Zranb3	X48H - S48H	2.0254	Up	2.9727e-11
Cep192	X48H - S48H	2.6016	Up	3.0059e-11
Exoc4	X48H - S48H	1.5918	Up	3.2397e-11
Hltf	X48H - S48H	1.439	Up	3.3118e-11
Fbxo5	X48H - S48H	3.1098	Up	3.4389e-11
Mcm8	X48H - S48H	3.0398	Up	3.604e-11
Tubb5	X48H - S48H	2.449	Up	3.8448e-11
Znhit3	X48H - S48H	1.2431	Up	4.3543e-11
Setd8	X48H - S48H	1.3557	Up	5.0327e-11
Arhgap19	X48H - S48H	3.2126	Up	5.1464e-11
Pgm3	X48H - S48H	1.7362	Up	5.1909e-11
Ttc9c	X48H - S48H	1.2169	Up	5.487e-11
Mki67	X48H - S48H	6.4223	Up	6.0718e-11
Dnajc9	X48H - S48H	1.9344	Up	6.3504e-11
Gm4694	X48H - S48H	2.9729	Up	6.3504e-11
Ofd1	X48H - S48H	1.5734	Up	6.4937e-11
2610029G23Rik	X48H - S48H	1.1402	Up	6.4937e-11
Tmem165	X48H - S48H	1.2491	Up	6.4937e-11
Psip1	X48H - S48H	1.213	Up	6.9648e-11
Cdkn1b	X48H - S48H	1.1815	Up	7.0767e-11
Mms22l	X48H - S48H	3.3895	Up	7.3675e-11
Lmf2	X48H - S48H	1.1118	Up	8.1453e-11
2610039C10Rik	X48H - S48H	2.6657	Up	8.2733e-11
Mastl	X48H - S48H	5.7529	Up	8.374e-11
Atad2	X48H - S48H	2.9221	Up	8.7256e-11
Mre11a	X48H - S48H	1.625	Up	8.8049e-11
Stk17b	X48H - S48H	2.0972	Up	8.8194e-11
Gins2	X48H - S48H	5.0543	Up	9.4039e-11
Ubap2	X48H - S48H	1.1473	Up	9.7922e-11
Cpd	X48H - S48H	1.2241	Up	9.9706e-11
Rrm2	X48H - S48H	4.2537	Up	1.0009e-10
Fgfr1op	X48H - S48H	1.2179	Up	1.0294e-10
Ipo9	X48H - S48H	1.1066	Up	1.1094e-10
Nup35	X48H - S48H	1.7809	Up	1.1661e-10
Dcaf15	X48H - S48H	1.9786	Up	1.1953e-10
Recql	X48H - S48H	1.5681	Up	1.1996e-10
Cep57	X48H - S48H	1.0692	Up	1.2287e-10
Lin9	X48H - S48H	2.171	Up	1.4424e-10
Nup133	X48H - S48H	1.5183	Up	1.5234e-10
4930534B04Rik	X48H - S48H	3.2864	Up	1.5636e-10
Snrpa1	X48H - S48H	1.1376	Up	1.8045e-10
Nubp1	X48H - S48H	1.0571	Up	2.0442e-10
Gm10052	X48H - S48H	1.2812	Up	2.171e-10
Dars2	X48H - S48H	1.101	Up	2.2345e-10
Haus5	X48H - S48H	2.0931	Up	2.2946e-10
Cgref1	X48H - S48H	4.0354	Up	2.6064e-10
Polh	X48H - S48H	2.2451	Up	2.9048e-10
Rfc5	X48H - S48H	2.0189	Up	2.9048e-10
Cenpc1	X48H - S48H	2.0237	Up	3.0197e-10
Pcnt	X48H - S48H	1.3373	Up	3.3293e-10
Ncapg2	X48H - S48H	4.1814	Up	3.3597e-10
Mpi	X48H - S48H	1.0276	Up	3.3597e-10
Tmem43	X48H - S48H	1.4943	Up	3.376e-10
Rnaseh2b	X48H - S48H	1.5086	Up	3.4277e-10
Mcm7	X48H - S48H	1.8645	Up	3.6454e-10
Gm13232	X48H - S48H	3.9117	Up	3.6454e-10
Mast2	X48H - S48H	1.1923	Up	3.7169e-10
Hirip3	X48H - S48H	2.3031	Up	3.9554e-10
1500010J02Rik	X48H - S48H	1.8293	Up	3.9932e-10
Cks2	X48H - S48H	2.0292	Up	3.9932e-10
Smtn	X48H - S48H	3.0699	Up	4.1093e-10
Wbp5	X48H - S48H	1.7331	Up	4.2339e-10
5730419I09Rik	X48H - S48H	1.8767	Up	4.3179e-10
Hat1	X48H - S48H	1.8442	Up	4.3427e-10
Srrt	X48H - S48H	1.2189	Up	4.4342e-10
Timm50	X48H - S48H	1.0096	Up	4.5635e-10
Asxl1	X48H - S48H	1.0538	Up	4.5635e-10
Grk6	X48H - S48H	1.0174	Up	4.8562e-10
Kif24	X48H - S48H	2.9036	Up	4.9528e-10
Ly6d	X48H - S48H	5.418	Up	5.1766e-10
Kpnb1	X48H - S48H	1.1071	Up	5.5094e-10
Triobp	X48H - S48H	1.3585	Up	5.5471e-10
Whsc1	X48H - S48H	1.5448	Up	5.6862e-10
Cse1l	X48H - S48H	1.216	Up	5.8358e-10
Dsn1	X48H - S48H	4.8387	Up	5.8422e-10
Cby1	X48H - S48H	1.9911	Up	5.9264e-10
Eri1	X48H - S48H	1.2921	Up	6.0564e-10
Gss	X48H - S48H	1.4476	Up	6.2188e-10
Gm3756	X48H - S48H	2.5913	Up	6.5672e-10
Nt5dc2	X48H - S48H	2.1703	Up	7.2779e-10
Scd1	X48H - S48H	-4.4867	Down	7.6117e-10
Trip13	X48H - S48H	3.9307	Up	7.703e-10
Rfc4	X48H - S48H	2.2409	Up	7.703e-10
Lig1	X48H - S48H	2.9353	Up	7.9777e-10
Cbx5	X48H - S48H	1.3066	Up	8.6646e-10
Suv39h2	X48H - S48H	2.8907	Up	8.7008e-10
Ube2s	X48H - S48H	2.0644	Up	8.838e-10
Uevld	X48H - S48H	1.3075	Up	9.3668e-10
Pak4	X48H - S48H	1.3158	Up	1.2455e-09
Kctd9	X48H - S48H	1.4245	Up	1.2711e-09
AI317395	X48H - S48H	-1.2348	Down	1.2956e-09
Naa38	X48H - S48H	1.5075	Up	1.2978e-09
Prim1	X48H - S48H	2.5529	Up	1.3853e-09
G3bp1	X48H - S48H	1.118	Up	1.4034e-09
Esco2	X48H - S48H	5.7075	Up	1.4174e-09
Mdm1	X48H - S48H	2.8025	Up	1.5097e-09
Tipin	X48H - S48H	1.5796	Up	1.5288e-09
Ckap2	X48H - S48H	7.5806	Up	1.5468e-09
Nudcd2	X48H - S48H	1.0726	Up	1.5682e-09
Fancb	X48H - S48H	3.6517	Up	1.7153e-09
Tcf19	X48H - S48H	3.0747	Up	1.9381e-09
Wdr67	X48H - S48H	1.9623	Up	1.9914e-09
Cdan1	X48H - S48H	1.4138	Up	2.0382e-09
D2Wsu81e	X48H - S48H	1.2736	Up	2.1183e-09
Dynlt1a	X48H - S48H	1.6914	Up	2.2403e-09
Ssna1	X48H - S48H	1.0482	Up	2.3256e-09
Cenpl	X48H - S48H	1.9377	Up	2.7127e-09
Slfn9	X48H - S48H	3.6717	Up	2.8489e-09
Mdc1	X48H - S48H	1.7382	Up	2.8715e-09
Myh10	X48H - S48H	1.6635	Up	2.8715e-09
Poc5	X48H - S48H	1.4794	Up	2.8715e-09
Fmr1	X48H - S48H	1.0322	Up	2.9547e-09
Haus1	X48H - S48H	1.8749	Up	3.1845e-09
Pms2	X48H - S48H	1.7666	Up	3.2038e-09
Tpr	X48H - S48H	1.019	Up	3.4258e-09
C230052I12Rik	X48H - S48H	1.8098	Up	3.4598e-09
Lrrc40	X48H - S48H	1.1492	Up	3.7912e-09
Ccdc14	X48H - S48H	2.6449	Up	3.7912e-09
Aspm	X48H - S48H	6.725	Up	4.2049e-09
Qdpr	X48H - S48H	-1.0472	Down	4.2544e-09
Ces3b	X48H - S48H	-1.9039	Down	4.4719e-09
Nup93	X48H - S48H	1.6711	Up	4.5468e-09
Rfc2	X48H - S48H	1.1396	Up	4.6896e-09
Brip1	X48H - S48H	2.8024	Up	4.7231e-09
Aplf	X48H - S48H	1.491	Up	4.8214e-09
Dnmt1	X48H - S48H	1.6514	Up	4.8636e-09
1700029F09Rik	X48H - S48H	1.4308	Up	4.9462e-09
Pole	X48H - S48H	3.4817	Up	5.0686e-09
Lsm2	X48H - S48H	1.5117	Up	5.5874e-09
Idh2	X48H - S48H	1.0287	Up	5.6279e-09
Rqcd1	X48H - S48H	1.1704	Up	5.9709e-09
Wdr62	X48H - S48H	3.1631	Up	6.2629e-09
Pdzd11	X48H - S48H	1.0236	Up	6.4429e-09
Atr	X48H - S48H	1.3733	Up	6.8859e-09
Fam100b	X48H - S48H	1.3472	Up	6.8873e-09
Lsm5	X48H - S48H	1.4271	Up	7.0317e-09
Rpp30	X48H - S48H	1.2821	Up	7.1068e-09
9330159M07Rik	X48H - S48H	2.3902	Up	7.3796e-09
Dek	X48H - S48H	1.1857	Up	7.5212e-09
Pop4	X48H - S48H	1.0997	Up	7.5526e-09
Ilf3	X48H - S48H	1.0625	Up	7.7548e-09
Zfp40	X48H - S48H	2.1681	Up	7.9776e-09
Gm7856	X48H - S48H	12.8037	Up	8.4059e-09
Cep76	X48H - S48H	1.2803	Up	8.4984e-09
Gm12372	X48H - S48H	1.1958	Up	8.7333e-09
Fbxl8	X48H - S48H	1.9737	Up	9.7583e-09
Dtnb	X48H - S48H	1.0986	Up	9.9045e-09
4930422G04Rik	X48H - S48H	3.8693	Up	1.0394e-08
Cacna1b	X48H - S48H	7.2477	Up	1.0616e-08
Mcm5	X48H - S48H	4.0987	Up	1.135e-08
Chaf1a	X48H - S48H	3.8325	Up	1.194e-08
2010110K18Rik	X48H - S48H	10.3776	Up	1.2174e-08
Uhrf2	X48H - S48H	1.0987	Up	1.2314e-08
Dtymk	X48H - S48H	1.2942	Up	1.3642e-08
Cdca2	X48H - S48H	6.9797	Up	1.5054e-08
Alg6	X48H - S48H	1.1895	Up	1.5288e-08
Brca1	X48H - S48H	2.5251	Up	1.5844e-08
Gm13167	X48H - S48H	3.8817	Up	1.6332e-08
Ccdc120	X48H - S48H	2.3608	Up	1.7148e-08
Hnrnpa1	X48H - S48H	1.1416	Up	1.8394e-08
Ercc6l	X48H - S48H	6.6576	Up	1.8479e-08
Dynlt1b	X48H - S48H	1.3923	Up	1.8564e-08
Chek2	X48H - S48H	2.999	Up	1.8675e-08
Larp7	X48H - S48H	1.1824	Up	1.9279e-08
Dis3	X48H - S48H	1.4553	Up	1.9599e-08
Dtl	X48H - S48H	5.1085	Up	2.0279e-08
Arf2	X48H - S48H	1.5543	Up	2.0361e-08
Cep57l1	X48H - S48H	1.5507	Up	2.1435e-08
Pkmyt1	X48H - S48H	3.6598	Up	2.2565e-08
Pdik1l	X48H - S48H	1.29	Up	2.4778e-08
Pdlim7	X48H - S48H	1.9697	Up	2.5384e-08
Dolpp1	X48H - S48H	1.0272	Up	2.5384e-08
Odf2l	X48H - S48H	1.1495	Up	2.562e-08
Hsd11b1	X48H - S48H	-1.3292	Down	2.6401e-08
Mlh1	X48H - S48H	1.0485	Up	2.6544e-08
Nfatc2ip	X48H - S48H	1.4644	Up	2.8114e-08
Fam114a1	X48H - S48H	1.0533	Up	2.8187e-08
Mphosph9	X48H - S48H	1.8167	Up	2.8322e-08
Uox	X48H - S48H	-1.1824	Down	2.8322e-08
D030056L22Rik	X48H - S48H	1.4189	Up	2.8322e-08
Kifc1	X48H - S48H	7.1901	Up	2.8793e-08
Qrsl1	X48H - S48H	1.2707	Up	3.1535e-08
Pom121	X48H - S48H	1.1971	Up	3.2335e-08
Tubgcp6	X48H - S48H	1.067	Up	3.3007e-08
Gm9008	X48H - S48H	1.6852	Up	3.3461e-08
Lnp	X48H - S48H	1.5379	Up	3.7846e-08
Snrnp25	X48H - S48H	2.0332	Up	3.9575e-08
Dynlt1c	X48H - S48H	1.5894	Up	3.979e-08
Gm16589	X48H - S48H	1.2498	Up	4.0472e-08
5033411D12Rik	X48H - S48H	-1.0856	Down	4.0484e-08
Tagln2	X48H - S48H	2.5446	Up	4.2532e-08
Terf1	X48H - S48H	1.3879	Up	4.3334e-08
Itgb3bp	X48H - S48H	1.6778	Up	4.3677e-08
Nrm	X48H - S48H	3.0034	Up	4.378e-08
Gm13461	X48H - S48H	1.1559	Up	4.4331e-08
Rfwd3	X48H - S48H	1.2456	Up	4.4608e-08
BC055324	X48H - S48H	4.016	Up	4.5151e-08
Mcm2	X48H - S48H	2.7352	Up	4.5151e-08
Cenpm	X48H - S48H	3.984	Up	4.545e-08
Golm1	X48H - S48H	2.2771	Up	4.5704e-08
Tpm1	X48H - S48H	1.2902	Up	4.6949e-08
Mmgt1	X48H - S48H	1.06	Up	4.7728e-08
Ran	X48H - S48H	1.1622	Up	4.9126e-08
Gm5641	X48H - S48H	1.0258	Up	5.0443e-08
Gm5643	X48H - S48H	1.1962	Up	5.0764e-08
Cks1b	X48H - S48H	2.5435	Up	5.0928e-08
Alyref	X48H - S48H	1.221	Up	5.1215e-08
Rpa2	X48H - S48H	2.1065	Up	5.347e-08
Mat2a	X48H - S48H	1.3232	Up	5.3943e-08
Fam118a	X48H - S48H	2.2697	Up	5.4416e-08
Tmem18	X48H - S48H	1.0287	Up	5.5317e-08
Mcph1	X48H - S48H	1.9523	Up	5.6717e-08
Nup85	X48H - S48H	1.0202	Up	5.6717e-08
Ccdc123	X48H - S48H	1.2958	Up	5.8122e-08
Brca2	X48H - S48H	2.8145	Up	6.0695e-08
Nhp2	X48H - S48H	1.0859	Up	6.2667e-08
Pck2	X48H - S48H	1.9337	Up	6.6978e-08
Gm5937	X48H - S48H	1.0342	Up	6.7993e-08
Mcm6	X48H - S48H	3.1834	Up	7.331e-08
Ces2a	X48H - S48H	-1.2596	Down	7.4007e-08
Zbed3	X48H - S48H	1.4295	Up	7.5542e-08
Chek1	X48H - S48H	3.5613	Up	7.6301e-08
Cml1	X48H - S48H	-1.6518	Down	7.9277e-08
Rpa1	X48H - S48H	1.4735	Up	8.0532e-08
Plekha8	X48H - S48H	1.0397	Up	8.1613e-08
Dclre1a	X48H - S48H	1.1674	Up	8.1829e-08
Als2cr4	X48H - S48H	1.6565	Up	8.2851e-08
Cenpj	X48H - S48H	1.3195	Up	8.7868e-08
Pde7a	X48H - S48H	1.6658	Up	9.0315e-08
Fancl	X48H - S48H	1.0669	Up	9.1309e-08
Smchd1	X48H - S48H	1.0956	Up	9.1897e-08
Cyp4f16	X48H - S48H	1.8982	Up	9.2749e-08
D2Ertd750e	X48H - S48H	6.8303	Up	9.653e-08
Pcna-ps2	X48H - S48H	1.5145	Up	9.7717e-08
Ruvbl2	X48H - S48H	1.2141	Up	9.9239e-08
Gm16165	X48H - S48H	2.0269	Up	1.0556e-07
Frrs1	X48H - S48H	1.3007	Up	1.1115e-07
Stap1	X48H - S48H	6.4005	Up	1.1762e-07
Hdac8	X48H - S48H	1.194	Up	1.243e-07
Pcna	X48H - S48H	1.3445	Up	1.2888e-07
Gm3851	X48H - S48H	1.047	Up	1.3028e-07
Ucp2	X48H - S48H	2.1804	Up	1.3138e-07
Tmem97	X48H - S48H	1.1368	Up	1.3341e-07
Gm12856	X48H - S48H	15.4017	Up	1.3341e-07
Zfp367	X48H - S48H	1.2658	Up	1.3421e-07
Pfas	X48H - S48H	1.0247	Up	1.3584e-07
Apoc2	X48H - S48H	1.3185	Up	1.3584e-07
Zc3h7a	X48H - S48H	1.1525	Up	1.4e-07
Scd3	X48H - S48H	-4.3563	Down	1.438e-07
Zfp518b	X48H - S48H	2.2681	Up	1.4636e-07
Uchl5	X48H - S48H	1.006	Up	1.473e-07
Skp2	X48H - S48H	1.8547	Up	1.522e-07
Macrod1	X48H - S48H	-1.8657	Down	1.5758e-07
Hnrnph1	X48H - S48H	1.1819	Up	1.5949e-07
Gins3	X48H - S48H	2.9552	Up	1.5954e-07
Miip	X48H - S48H	1.6532	Up	1.6317e-07
2700029M09Rik	X48H - S48H	1.4181	Up	1.7817e-07
Cep135	X48H - S48H	1.3969	Up	1.7973e-07
Gnl3l	X48H - S48H	1.0877	Up	1.8037e-07
Nat8b	X48H - S48H	-1.6448	Down	1.8411e-07
Gstcd	X48H - S48H	1.4259	Up	1.8705e-07
2410042D21Rik	X48H - S48H	1.0569	Up	1.9331e-07
Coro1c	X48H - S48H	1.0756	Up	1.9402e-07
Nqo1	X48H - S48H	1.9898	Up	2.0167e-07
Chaf1b	X48H - S48H	2.9594	Up	2.0167e-07
Gm5803	X48H - S48H	1.2453	Up	2.0461e-07
Tmem186	X48H - S48H	1.1972	Up	2.0728e-07
Lmnb2	X48H - S48H	1.2391	Up	2.0738e-07
Ranbp1	X48H - S48H	1.1126	Up	2.2237e-07
Fbln2	X48H - S48H	2.2822	Up	2.4507e-07
Wdr76	X48H - S48H	2.0628	Up	2.5778e-07
Plxna3	X48H - S48H	3.4004	Up	2.5778e-07
Pspc1	X48H - S48H	1.7046	Up	2.5845e-07
Foxm1	X48H - S48H	6.8018	Up	2.5845e-07
Gemin6	X48H - S48H	1.4637	Up	2.6322e-07
Tsen2	X48H - S48H	1.1998	Up	2.6843e-07
Plk-ps1	X48H - S48H	10.3859	Up	2.8121e-07
2810408I11Rik	X48H - S48H	2.3671	Up	2.8541e-07
Zmym1	X48H - S48H	1.4851	Up	2.8631e-07
Ddx11	X48H - S48H	1.5327	Up	3.0008e-07
Tubg1	X48H - S48H	1.0182	Up	3.2884e-07
Ptgr1	X48H - S48H	2.636	Up	3.6398e-07
Wdhd1	X48H - S48H	2.5687	Up	3.683e-07
Dck	X48H - S48H	1.8254	Up	3.7982e-07
Slx4	X48H - S48H	1.5285	Up	3.9505e-07
Rttn	X48H - S48H	2.6419	Up	3.9616e-07
Mlst8	X48H - S48H	1.1549	Up	4.0045e-07
Aprt	X48H - S48H	1.1175	Up	4.0362e-07
3200002M19Rik	X48H - S48H	1.131	Up	4.0658e-07
Gins1	X48H - S48H	1.539	Up	4.1431e-07
Anp32e	X48H - S48H	1.0894	Up	4.166e-07
Rad9	X48H - S48H	1.6116	Up	4.323e-07
Atpif1	X48H - S48H	1.3682	Up	4.3625e-07
Tdp1	X48H - S48H	1.2765	Up	4.3625e-07
Cenpk	X48H - S48H	3.0843	Up	4.3625e-07
Ccnyl1	X48H - S48H	1.2411	Up	4.6068e-07
5830433M19Rik	X48H - S48H	1.1791	Up	4.6617e-07
Caskin2	X48H - S48H	1.3138	Up	4.7227e-07
Rbbp8	X48H - S48H	1.4184	Up	4.7956e-07
Mtbp	X48H - S48H	2.0383	Up	4.8307e-07
1500011H22Rik	X48H - S48H	1.761	Up	5.2346e-07
Hunk	X48H - S48H	2.6024	Up	5.2855e-07
Mrs2	X48H - S48H	1.0707	Up	5.69e-07
AI597468	X48H - S48H	1.5111	Up	5.9658e-07
Eif2c2	X48H - S48H	1.0153	Up	6.0339e-07
Hmgb3	X48H - S48H	1.1989	Up	6.1122e-07
Tubgcp2	X48H - S48H	1.1821	Up	6.1965e-07
Trim2	X48H - S48H	1.1703	Up	6.2022e-07
Galnt7	X48H - S48H	1.0752	Up	6.2615e-07
Nup160	X48H - S48H	1.1599	Up	6.2615e-07
Rad50	X48H - S48H	1.1547	Up	6.2735e-07
Pold3	X48H - S48H	1.0702	Up	6.337e-07
E2f1	X48H - S48H	2.2057	Up	6.3438e-07
Pdss1	X48H - S48H	1.5591	Up	6.3438e-07
Spag5	X48H - S48H	6.5722	Up	6.3874e-07
Ccnd1	X48H - S48H	2.7047	Up	6.5738e-07
Nusap1	X48H - S48H	7.5418	Up	6.5834e-07
Ccdc61	X48H - S48H	1.4072	Up	6.6394e-07
Pkn3	X48H - S48H	2.9682	Up	6.6394e-07
B230120H23Rik	X48H - S48H	1.2022	Up	6.7503e-07
S100a11	X48H - S48H	2.3397	Up	6.7503e-07
Dll1	X48H - S48H	2.171	Up	6.847e-07
Cenpo	X48H - S48H	1.3839	Up	7.1873e-07
Gm17082	X48H - S48H	1.1079	Up	7.3789e-07
Phlda3	X48H - S48H	3.0962	Up	7.7407e-07
1700001C19Rik	X48H - S48H	-1.7185	Down	7.7642e-07
Hmgb1-ps5	X48H - S48H	1.0679	Up	7.8406e-07
Fntb	X48H - S48H	1.521	Up	8.2341e-07
Myo1c	X48H - S48H	1.0952	Up	8.3221e-07
Dcbld1	X48H - S48H	1.3108	Up	8.5282e-07
Cep170	X48H - S48H	1.1287	Up	8.6403e-07
Mars2	X48H - S48H	1.4973	Up	8.6403e-07
4732419C18Rik	X48H - S48H	-1.8061	Down	8.6582e-07
Mup3	X48H - S48H	-1.1786	Down	8.6766e-07
Cdr2	X48H - S48H	2.9677	Up	8.7659e-07
Cdt1	X48H - S48H	2.4493	Up	8.8881e-07
Pomt1	X48H - S48H	1.1601	Up	8.9133e-07
Zdhhc2	X48H - S48H	2.2791	Up	8.9201e-07
Wee1	X48H - S48H	2.9447	Up	9.0178e-07
Lrp12	X48H - S48H	1.0564	Up	9.252e-07
Acot9	X48H - S48H	1.372	Up	9.397e-07
Fam72a	X48H - S48H	2.8752	Up	9.6036e-07
Odf2	X48H - S48H	1.4023	Up	9.7477e-07
Zcwpw1	X48H - S48H	1.4872	Up	9.8519e-07
Cdca4	X48H - S48H	1.5816	Up	1.0038e-06
Nucks1	X48H - S48H	1.1071	Up	1.0038e-06
Lrrc59	X48H - S48H	1.3722	Up	1.0421e-06
Katnb1	X48H - S48H	1.5781	Up	1.1006e-06
Phip	X48H - S48H	1.3298	Up	1.1613e-06
Lbr	X48H - S48H	1.3737	Up	1.2332e-06
Bcmo1	X48H - S48H	1.4414	Up	1.2774e-06
Gm16124	X48H - S48H	-1.5999	Down	1.3035e-06
Fam115a	X48H - S48H	1.417	Up	1.3042e-06
Ift122	X48H - S48H	1.1243	Up	1.3344e-06
9430037G07Rik	X48H - S48H	2.9564	Up	1.3449e-06
Palb2	X48H - S48H	2.5931	Up	1.3748e-06
Fam48a	X48H - S48H	1.2215	Up	1.3764e-06
Ssx2ip	X48H - S48H	1.2207	Up	1.3989e-06
Tmem138	X48H - S48H	1.4932	Up	1.4219e-06
Fam126a	X48H - S48H	1.4551	Up	1.4377e-06
Mlec	X48H - S48H	1.7151	Up	1.4619e-06
Trim37	X48H - S48H	1.2228	Up	1.5932e-06
9830147E19Rik	X48H - S48H	1.0186	Up	1.6291e-06
Mlf1ip	X48H - S48H	5.3847	Up	1.6443e-06
Mcm3	X48H - S48H	2.3375	Up	1.6498e-06
Nup43	X48H - S48H	1.2837	Up	1.6914e-06
Nans	X48H - S48H	1.7339	Up	1.6969e-06
1110034A24Rik	X48H - S48H	1.1377	Up	1.7303e-06
Sun2	X48H - S48H	1.2502	Up	1.7651e-06
Cyb5r1	X48H - S48H	1.3233	Up	1.7673e-06
Pmf1	X48H - S48H	1.6073	Up	1.8404e-06
Tuba3a	X48H - S48H	7.7945	Up	1.845e-06
Racgap1	X48H - S48H	7.1462	Up	1.8456e-06
Mpp1	X48H - S48H	1.1235	Up	1.8572e-06
Srxn1	X48H - S48H	1.3666	Up	1.862e-06
Zfp54	X48H - S48H	1.3713	Up	1.954e-06
2310061C15Rik	X48H - S48H	1.1171	Up	1.9575e-06
Gm5465	X48H - S48H	2.8229	Up	2.0015e-06
Cntrob	X48H - S48H	1.5863	Up	2.0122e-06
Anxa5	X48H - S48H	1.2514	Up	2.0247e-06
Il33	X48H - S48H	2.1041	Up	2.0372e-06
Gm7367	X48H - S48H	1.4052	Up	2.0417e-06
Txndc16	X48H - S48H	1.5121	Up	2.1112e-06
Cd276	X48H - S48H	1.6711	Up	2.1167e-06
Mcm4	X48H - S48H	2.0528	Up	2.1419e-06
Usp20	X48H - S48H	1.0575	Up	2.1912e-06
Timeless	X48H - S48H	1.7523	Up	2.1912e-06
Gm14398	X48H - S48H	1.0872	Up	2.1912e-06
Rnf126	X48H - S48H	1.1366	Up	2.253e-06
Sgk3	X48H - S48H	1.0424	Up	2.2856e-06
Hmga1	X48H - S48H	1.4343	Up	2.3144e-06
1700040I03Rik	X48H - S48H	1.2439	Up	2.3489e-06
Pygb	X48H - S48H	1.6691	Up	2.3489e-06
Tbl2	X48H - S48H	1.1916	Up	2.3998e-06
Mup-ps20	X48H - S48H	-13.3518	Down	2.4325e-06
Galns	X48H - S48H	1.1664	Up	2.5501e-06
Bak1	X48H - S48H	1.0596	Up	2.7087e-06
BC052040	X48H - S48H	1.4487	Up	2.7761e-06
Plk1	X48H - S48H	7.6927	Up	2.7764e-06
Nt5c3	X48H - S48H	1.0807	Up	2.8726e-06
Zfp599	X48H - S48H	3.623	Up	2.8916e-06
Brms1l	X48H - S48H	1.094	Up	2.9279e-06
Ptpn21	X48H - S48H	1.115	Up	2.9304e-06
G3bp2	X48H - S48H	1.0777	Up	3.0611e-06
Nln	X48H - S48H	1.0093	Up	3.2309e-06
Hells	X48H - S48H	3.4819	Up	3.2348e-06
Parp2	X48H - S48H	1.1164	Up	3.2484e-06
Dgcr8	X48H - S48H	1.1027	Up	3.3084e-06
Dut	X48H - S48H	1.512	Up	3.405e-06
Gm9078	X48H - S48H	1.0368	Up	3.6329e-06
Nup155	X48H - S48H	1.0068	Up	3.6581e-06
Ints2	X48H - S48H	1.2079	Up	3.7303e-06
Gm17566	X48H - S48H	-1.423	Down	3.7576e-06
Ppap2c	X48H - S48H	1.1622	Up	3.864e-06
Prim2	X48H - S48H	1.7107	Up	3.9166e-06
Ermp1	X48H - S48H	1.0006	Up	3.9485e-06
Srsf7	X48H - S48H	1.0379	Up	4.048e-06
Scd4	X48H - S48H	-3.9614	Down	4.1031e-06
Ifi27l2b	X48H - S48H	2.2085	Up	4.1505e-06
Specc1	X48H - S48H	1.6242	Up	4.2331e-06
Mettl15	X48H - S48H	1.4342	Up	4.3671e-06
Fmnl2	X48H - S48H	1.3676	Up	4.4644e-06
Calu	X48H - S48H	1.1575	Up	4.4644e-06
2210009G21Rik	X48H - S48H	1.0613	Up	4.5044e-06
Gm5455	X48H - S48H	2.5816	Up	4.635e-06
Pir	X48H - S48H	1.1546	Up	4.7063e-06
Gm9833	X48H - S48H	1.7656	Up	4.9724e-06
S100a10	X48H - S48H	1.1494	Up	5.0454e-06
Rad54b	X48H - S48H	4.3108	Up	5.0886e-06
